Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Actin Cytoskeleton Reorganization (GO:0031532)	5/53	0.045426345199563546	0.2786452014541228	0	0	2.72664055404178	8.429853855650045	FGF7;THSD7B;S1PR1;ATP2C1;MCU
Endosome Organization (GO:0007032)	5/53	0.045426345199563546	0.2786452014541228	0	0	2.72664055404178	8.429853855650045	ATP6V1A;ARFGEF2;EXOC8;HOOK3;CLCN3
Gonad Development (GO:0008406)	5/53	0.045426345199563546	0.2786452014541228	0	0	2.72664055404178	8.429853855650045	CSDE1;NCOA4;WNT5A;INHBA;NR2F2
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)	3/22	0.045891253645847334	0.2790458185410595	0	0	4.128003432494279	12.720363040723136	GRK3;YWHAB;RPGRIP1L
Negative Regulation Of Cell Development (GO:0010721)	3/22	0.045891253645847334	0.2790458185410595	0	0	4.128003432494279	12.720363040723136	GSK3B;HOOK3;IGF1
Oxoacid Metabolic Process (GO:0043436)	3/22	0.045891253645847334	0.2790458185410595	0	0	4.128003432494279	12.720363040723136	MINPP1;SULT1B1;SULT1C4
Positive Regulation Of Phosphatase Activity (GO:0010922)	3/22	0.045891253645847334	0.2790458185410595	0	0	4.128003432494279	12.720363040723136	PPP1R15B;ROCK1;MTMR9
Positive Regulation Of DNA Repair (GO:0045739)	7/89	0.04649804744630188	0.2790458185410595	0	0	2.236655337864854	6.862830127989038	YY1;RNF168;SMCHD1;CCDC117;ERCC6;SIRT1;SMARCA2
Regulation Of Ossification (GO:0030278)	4/37	0.046583455850349675	0.2790458185410595	0	0	3.1709750566893424	9.723826167935057	BMPR2;WNT5A;NBR1;S1PR1
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666)	4/37	0.046583455850349675	0.2790458185410595	0	0	3.1709750566893424	9.723826167935057	GSK3B;PPP1R15B;NUAK1;PPP1R12A
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	4/37	0.046583455850349675	0.2790458185410595	0	0	3.1709750566893424	9.723826167935057	PDCD4;IGF1;PRKG1;BMPR1A
Ventricular Septum Development (GO:0003281)	4/37	0.046583455850349675	0.2790458185410595	0	0	3.1709750566893424	9.723826167935057	BMPR2;MATR3;TGFBR2;BMPR1A
Mitochondrion Disassembly (GO:0061726)	4/37	0.046583455850349675	0.2790458185410595	0	0	3.1709750566893424	9.723826167935057	MAP1LC3B;RB1CC1;MAP1LC3B2;FBXL4
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	4/37	0.046583455850349675	0.2790458185410595	0	0	3.1709750566893424	9.723826167935057	BMPR2;OGN;PDCD4;PRKG1
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	4/37	0.046583455850349675	0.2790458185410595	0	0	3.1709750566893424	9.723826167935057	GHR;CYP1B1;JAK2;PIBF1
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	6/71	0.0471204506686415	0.28061829553538536	0	0	2.4173785287018577	7.385207863384637	ACTR2;SMCHD1;KLHL15;EPC2;USP51;ERCC6
Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	6/71	0.0471204506686415	0.28061829553538536	0	0	2.4173785287018577	7.385207863384637	UBE2D3;CRIM1;UBE2D1;LEMD3;SKIL;TRIM33
Protein Autoubiquitination (GO:0051865)	6/71	0.0471204506686415	0.28061829553538536	0	0	2.4173785287018577	7.385207863384637	UBE2D3;UBE3A;KLHL24;SH3RF1;OBI1;MARCHF5
Regulation Of Focal Adhesion Assembly (GO:0051893)	5/54	0.04860428412984581	0.28085440163984443	0	0	2.6708558082633598	8.076784416548744	ROCK1;ROCK2;TEK;PHLDB2;GPM6B
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)	5/54	0.04860428412984581	0.28085440163984443	0	0	2.6708558082633598	8.076784416548744	BMPR2;XRCC5;OGN;IGF1;FOXP1
Epidermal Cell Differentiation (GO:0009913)	5/54	0.04860428412984581	0.28085440163984443	0	0	2.6708558082633598	8.076784416548744	DSP;PPP3CA;HDAC2;WNT5A;TXNIP
Mesenchymal Cell Differentiation (GO:0048762)	5/54	0.04860428412984581	0.28085440163984443	0	0	2.6708558082633598	8.076784416548744	GSK3B;ROCK1;ROCK2;WNT5A;IGF1
Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)	7/90	0.04888744325971256	0.28085440163984443	0	0	2.20959246823359	6.669068659444835	SELP;FLT3;IGF1;TEK;JAK2;SIRT1;DCN
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	7/90	0.04888744325971256	0.28085440163984443	0	0	2.20959246823359	6.669068659444835	GSK3B;ZYG11B;RNF217;ARIH1;SH3RF1;PIAS1;SOCS5
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	10/149	0.05000340846517892	0.28085440163984443	0	0	1.8870829262515914	5.653066588300209	PRNP;CYLD;PPP2CB;HDAC2;CHUK;CYP1B1;IRAK3;KLF4;SIRT1;CD200
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	KDM1B;PCGF5
Regulation Of Glycoprotein Biosynthetic Process (GO:0010559)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	TM9SF2;IGF1
Regulation Of mRNA Polyadenylation (GO:1900363)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	NUDT21;CPEB3
Atrial Septum Morphogenesis (GO:0060413)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	NOTCH2;BMPR2
Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035358)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	ASXL2;SIRT1
Regulation Of Programmed Necrotic Cell Death (GO:0062098)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	CYLD;PELI1
Cell Proliferation In Forebrain (GO:0021846)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	NUMB;HOOK3
Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034391)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	IGF1;SIRT1
Cellular Response To Increased Oxygen Levels (GO:0036295)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	ATP6V1A;FOXO1
Coenzyme A Biosynthetic Process (GO:0015937)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	PANK3;PANK1
Response To Sterol (GO:0036314)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	RORA;TGFBR2
Ribonucleoside Bisphosphate Biosynthetic Process (GO:0034030)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	PANK3;PANK1
Epithelial Cell Apoptotic Process (GO:1904019)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	BMPR2;HIPK1
Synaptic Vesicle Transport (GO:0048489)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	SYNJ1;KIF5B
Microtubule Anchoring At Centrosome (GO:0034454)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	CCDC68;HOOK3
Negative Regulation Of T-helper Cell Differentiation (GO:0045623)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	RC3H1;SOCS5
Negative Regulation Of Homotypic Cell-Cell Adhesion (GO:0034111)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	SERPINE2;PRKG1
Negative Regulation Of Interleukin-17 Production (GO:0032700)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	PRNP;TLR4
Negative Regulation Of Response To Cytokine Stimulus (GO:0060761)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	IRAK3;KLF4
Neuron Projection Maintenance (GO:1990535)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	PRNP;KIFBP
Nuclear Pore Complex Assembly (GO:0051292)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	FXR1;NUP153
Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	JAK2;SIRT1
Positive Regulation Of Cellular Senescence (GO:2000774)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	MORC3;SIRT1
Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	JAK2;TLR4
Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	CD200;BMPR1A
Progesterone Receptor Signaling Pathway (GO:0050847)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	PGR;UBE3A
Protein Localization To Endosome (GO:0036010)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	TMEM30A;VPS35
Purine Nucleoside Bisphosphate Biosynthetic Process (GO:0034033)	2/10	0.05039727570323528	0.28085440163984443	0	0	6.530868385345998	19.513047154946324	PANK3;PANK1
Positive Regulation Of Bone Mineralization (GO:0030501)	4/38	0.05060158677827514	0.28085440163984443	0	0	3.0775510204081633	9.182711621714992	BMPR2;GPM6B;BMP6;BMPR1A
Regulation Of RNA Metabolic Process (GO:0051252)	7/91	0.05135338847963567	0.28085440163984443	0	0	2.1831739526411655	6.481896640666546	MBNL1;SON;ATXN7;RBM12B;ILDR1;RC3H1;RBM12
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	LATS1;TRIM33;DKK3
Cell-Cell Signaling By Wnt (GO:0198738)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	USP34;WNT5A;VPS35
Cellular Response To Interleukin-6 (GO:0071354)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	IL6ST;JAK2;JAK1
Rescue Of Stalled Ribosome (GO:0072344)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	HBS1L;NEMF;USP10
Histone mRNA Metabolic Process (GO:0008334)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	CPSF2;MTPAP;TENT4B
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	ACSL5;ACSL4;ELOVL7
Nuclear Membrane Reassembly (GO:0031468)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	UBXN2B;CHMP1B;REEP3
Protein Alkylation (GO:0008213)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	ETF1;FAM98A;GSPT1
Regulation Of Cell Junction Assembly (GO:1901888)	3/23	0.051372454946186086	0.28085440163984443	0	0	3.921399456521739	11.641274833926676	ROCK1;ROCK2;PDLIM5
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	5/55	0.05191015683826989	0.2821761038416004	0	0	2.617302452316076	7.742610920790487	SETX;DSTYK;FGF7;FLRT2;SHOC2
Response To Peptide Hormone (GO:0043434)	5/55	0.05191015683826989	0.2821761038416004	0	0	2.617302452316076	7.742610920790487	CREB1;ROCK1;IRS1;ROCK2;SIRT1
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	5/55	0.05191015683826989	0.2821761038416004	0	0	2.617302452316076	7.742610920790487	PANK3;PANK1;GMPS;ADCY7;PAPSS2
Golgi Organization (GO:0007030)	9/130	0.05198222975888629	0.2821761038416004	0	0	1.950186799501868	5.7664163794462695	VCPIP1;GOLPH3;SEC23IP;UBXN2B;YIPF4;YIPF5;VTI1A;TRIP11;GCC2
Cellular Response To Reactive Oxygen Species (GO:0034614)	6/73	0.05271819752561536	0.28516174922585946	0	0	2.3449736311620613	6.9007756895578085	SETX;CHUK;CYP1B1;MAPK1;SIRT1;MAP3K5
Ubiquitin-Dependent ERAD Pathway (GO:0030433)	6/73	0.05271819752561536	0.28516174922585946	0	0	2.3449736311620613	6.9007756895578085	SEL1L;UBQLN1;MAN1A1;FAM8A1;UBE2J1;UBQLN2
Positive Regulation Of GTPase Activity (GO:0043547)	14/234	0.052889614811326854	0.28558529687735823	0	0	1.6713103448275861	4.912897444063881	BCAR3;GSK3B;RIC1;ARHGAP29;TBC1D9;DOCK11;SNX18;TBC1D4;ITGA6;TBC1D12;RAB11FIP2;RGL1;SOS1;SOS2
Protein Localization To Membrane (GO:0072657)	12/192	0.05337738840421979	0.28641187939311646	0	0	1.749747822099954	5.127405132361351	TM9SF2;HYCC2;EFR3A;ARL5B;ROCK1;ROCK2;SLMAP;FCHO2;PKP2;ARL5A;RAB8B;TM9SF3
Cytoskeleton Organization (GO:0007010)	8/111	0.05341623573944004	0.28641187939311646	0	0	2.0355677154582765	5.963481699416723	FGD4;ZRANB1;FGD6;MAST4;PHIP;BRWD1;PDZD8;KLHL20
Mitotic Cell Cycle Phase Transition (GO:0044772)	8/111	0.05341623573944004	0.28641187939311646	0	0	2.0355677154582765	5.963481699416723	LATS1;PPP6C;CCNJ;CCNI;CCNY;CCNG2;CACUL1;GSPT1
Negative Regulation Of Inflammatory Response (GO:0050728)	8/111	0.05341623573944004	0.28641187939311646	0	0	2.0355677154582765	5.963481699416723	FXR1;CYLD;RORA;VPS35;IGF1;TEK;KLF4;CD200
Regulation Of Cell Migration (GO:0030334)	23/434	0.05388676209761697	0.28843053988375433	0	0	1.4732767877774606	4.303250608144926	ACVR1;HDAC2;TCAF1;MCTP1;SERPINE2;ROCK1;ROCK2;ARID4A;ADAM10;IGF1;FOXO3;PPP3CA;FGF7;STK24;APC;NUMB;CYP1B1;ITGA6;PLXNC1;AMOTL1;RECK;SASH1;APPL1
Positive Regulation Of Gene Expression (GO:0010628)	25/480	0.05424726564409158	0.28985429221329073	0	0	1.4471942623203127	4.21741741322774	GSK3B;BMPR2;ROCK1;ROCK2;PIK3CB;TENT4B;FXR1;FGF7;METTL14;VPS35;SLC38A2;WNT5A;DYRK1A;IGF1;INHBA;KLF4;BMP6;SETX;FUBP3;PGR;FAM98A;CPEB3;TLR4;BMPR1A;RBMS3
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)	4/39	0.054803501002253965	0.2907998919963891	0	0	2.9894655004859088	8.68141140126714	ROCK2;JAK2;KLF4;TLR4
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	4/39	0.054803501002253965	0.2907998919963891	0	0	2.9894655004859088	8.68141140126714	SETX;FGF7;FLRT2;SHOC2
Heterochromatin Organization (GO:0070828)	4/39	0.054803501002253965	0.2907998919963891	0	0	2.9894655004859088	8.68141140126714	HDAC2;TRIP12;SPTY2D1;SIRT1
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799)	4/39	0.054803501002253965	0.2907998919963891	0	0	2.9894655004859088	8.68141140126714	PHF20L1;USP25;RYBP;WAC
Regulation Of Cell Differentiation (GO:0045595)	12/193	0.05510088018720319	0.29165015770704955	0	0	1.7399895126418263	5.043515485601913	GSK3B;HDAC2;ROCK1;APC;TRPS1;NR1D2;CCN2;KLF4;SMARCA2;PHLDB2;RUNX2;BLTP1
Cellular Response To Peptide (GO:1901653)	5/56	0.05534411209178443	0.29165015770704955	0	0	2.5658492279745686	7.426042351521057	GSK3B;PRNP;RIPK2;IGF1;TLR4
Nucleotide-Excision Repair (GO:0006289)	5/56	0.05534411209178443	0.29165015770704955	0	0	2.5658492279745686	7.426042351521057	ERCC4;ERCC6;RAD23B;SIRT1;RNF111
Positive Regulation Of Cellular Metabolic Process (GO:0031325)	5/56	0.05534411209178443	0.29165015770704955	0	0	2.5658492279745686	7.426042351521057	MORC3;PRKCE;GHITM;SIRT1;TGFBR2
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	37/763	0.05632798384407027	0.2959760950964427	0	0	1.3456142622809288	3.870745300648126	HDAC2;CTBP2;SATB1;KDM1B;UBE2D3;UBE2D1;ARID4A;FOXO3;BMI1;MTDH;IKZF5;YY1;NIPBL;DNAJB4;TRPS1;NRIP1;ZNF148;ZNF641;BPTF;KLF11;DR1;MORC3;ZNF281;ZBTB10;ARID5B;IRF2BP2;NR1D2;ZBTB34;NR2F2;KLF4;SIRT1;SMARCA2;TBX3;BMP6;PPM1A;CPEB3;TRIM33
Regulation Of Endothelial Cell Proliferation (GO:0001936)	7/93	0.05651667054099764	0.2959760950964427	0	0	2.132180073706951	6.1262216435924515	BMPR2;AKT3;WNT5A;AGGF1;NR2F2;TEK;SIRT1
Positive Regulation Of Protein Kinase B Signaling (GO:0051897)	7/93	0.05651667054099764	0.2959760950964427	0	0	2.132180073706951	6.1262216435924515	OSBPL8;PIK3CA;AXL;PIK3CB;IGF1;TEK;MTDH
Regulation Of Cytoplasmic Translation (GO:2000765)	3/24	0.05715450373152043	0.2959760950964427	0	0	3.734472049689441	10.688048125436154	CSDE1;PABPC1;CPEB3
Negative Regulation Of Cell Junction Assembly (GO:1901889)	3/24	0.05715450373152043	0.2959760950964427	0	0	3.734472049689441	10.688048125436154	ROCK1;ROCK2;PHLDB2
Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)	3/24	0.05715450373152043	0.2959760950964427	0	0	3.734472049689441	10.688048125436154	PLN;CAB39;PRKCE
Outflow Tract Septum Morphogenesis (GO:0003148)	3/24	0.05715450373152043	0.2959760950964427	0	0	3.734472049689441	10.688048125436154	BMPR2;TGFBR2;BMPR1A
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	3/24	0.05715450373152043	0.2959760950964427	0	0	3.734472049689441	10.688048125436154	CAB39;RIPK2;MAPK1
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	3/24	0.05715450373152043	0.2959760950964427	0	0	3.734472049689441	10.688048125436154	CYP1B1;RORA;IL6ST
Positive Regulation Of Cell Population Proliferation (GO:0008284)	25/483	0.057495130044219814	0.2959760950964427	0	0	1.4374854745391605	4.105537619604633	PTGFR;HDAC2;IRS1;FLT3;BMI1;FGF7;JAK2;CNOT6L;WNT5A;ADAM10;IGF1;CCDC117;SIRT1;SMARCA2;TBX3;BMP6;FOXP1;TGFBR2;CNOT6;PHIP;FAM98A;IL6ST;CNOT8;CACUL1;BMPR1A
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	11/174	0.05856162120564211	0.2959760950964427	0	0	1.7703600080900694	5.023707619803854	FXR1;METTL14;DYRK2;IRS1;IGF1;CPEB3;KLF4;SIRT1;TLR4;FOXO1;APPL1
Regulation Of Stress Fiber Assembly (GO:0051492)	6/75	0.05870351603951263	0.2959760950964427	0	0	2.2767661189868913	6.4552140150706885	ROCK1;ROCK2;CCN2;PHLDB2;PPM1E;PAK2
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)	4/40	0.05918795984901992	0.2959760950964427	0	0	2.9062736205593347	8.216143460561627	CYLD;AXL;IRAK3;HIPK1
Aortic Valve Development (GO:0003176)	4/40	0.05918795984901992	0.2959760950964427	0	0	2.9062736205593347	8.216143460561627	BMPR2;ROCK1;ROCK2;TGFBR2
Synaptic Vesicle Endocytosis (GO:0048488)	4/40	0.05918795984901992	0.2959760950964427	0	0	2.9062736205593347	8.216143460561627	NLGN4Y;SYNJ1;FCHO2;BLTP1
Nucleic Acid-Templated Transcription (GO:0097659)	4/40	0.05918795984901992	0.2959760950964427	0	0	2.9062736205593347	8.216143460561627	PHF3;TAF1B;FUBP3;CREBL2
Positive Regulation Of Catalytic Activity (GO:0043085)	4/40	0.05918795984901992	0.2959760950964427	0	0	2.9062736205593347	8.216143460561627	XRCC4;YWHAB;XRCC5;SLC5A3
Positive Regulation Of Insulin Secretion (GO:0032024)	4/40	0.05918795984901992	0.2959760950964427	0	0	2.9062736205593347	8.216143460561627	PPP3CB;ACSL4;MYRIP;MCU
Vesicle Organization (GO:0016050)	7/94	0.059214722251789566	0.2959760950964427	0	0	2.1075623390490548	5.957204265516268	STX12;ARFGEF2;EXOC8;SAR1A;TRAPPC10;STX6;HOOK3
Regulation Of Cytoplasmic Transport (GO:1903649)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	DENND10;MAPK1
P-body Assembly (GO:0033962)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	DDX6;RC3H1
Regulation Of Mesenchymal Cell Proliferation (GO:0010464)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	WNT5A;TGFBR2
Cell Part Morphogenesis (GO:0032990)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	NUBPL;MTM1
Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	NBR1;MAPK1
Cellular Response To Growth Hormone Stimulus (GO:0071378)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	GHR;JAK2
Cellular Response To Nitrogen Levels (GO:0043562)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	MAP1LC3B;MAP1LC3B2
Cellular Response To Nitrogen Starvation (GO:0006995)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	MAP1LC3B;MAP1LC3B2
Central Nervous System Neuron Axonogenesis (GO:0021955)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	KIFBP;MYCBP2
Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	DSP;PKP2
Central Nervous System Projection Neuron Axonogenesis (GO:0021952)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	KIFBP;MYCBP2
Skeletal Muscle Fiber Development (GO:0048741)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	PPP3CA;PPP3CB
Endosomal Lumen Acidification (GO:0048388)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	ATP6V1A;CLCN3
Smooth Muscle Cell Differentiation (GO:0051145)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	MYOCD;MRTFB
Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:1902548)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	PIK3CB;DCN
Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	BCL2L11;ATF6
Positive Regulation Of Keratinocyte Proliferation (GO:0010838)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	NOTCH2;FGF7
Positive Regulation Of Platelet Aggregation (GO:1901731)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	IL6ST;JAK2
Presynapse Organization (GO:0099172)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	NLGN4Y;WNT5A
Programmed Necrotic Cell Death (GO:0097300)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	CYLD;IPMK
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	GMPS;NT5C2
Regulation Of Adipose Tissue Development (GO:1904177)	2/11	0.06012165218294222	0.2959760950964427	0	0	5.804914819840193	16.319851803643395	NCOA2;SIRT1
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	8/114	0.06062809667936149	0.2979909815955155	0	0	1.9776475750458147	5.5433399267873105	LATS1;CYLD;GSK3B;APC;WNT5A;TMEM170B;DKK3;RBMS3
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	7/95	0.061990752640861305	0.30420102135923455	0	0	2.0835040983606556	5.793745808305853	BMPR2;INHBA;JAK2;RNF111;BMP6;TGFBR2;BMPR1A
Regulation Of Neuron Death (GO:1901214)	5/58	0.06259595871081342	0.30539491947523933	0	0	2.4687676726132333	6.841089917504385	PRNP;WNT5A;VPS35;CD200;MAP3K5
Eye Development (GO:0001654)	5/58	0.06259595871081342	0.30539491947523933	0	0	2.4687676726132333	6.841089917504385	NIPBL;RAB18;HIPK1;ATF6;PBX1
Memory (GO:0007613)	5/58	0.06259595871081342	0.30539491947523933	0	0	2.4687676726132333	6.841089917504385	ATAD1;PRNP;PPP3CB;EIF4EBP2;CPEB3
Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888)	8/115	0.0631613104276913	0.30539491947523933	0	0	1.9590626078729687	5.411055014012412	SEC24B;SEC24A;SAR1A;TRAPPC10;YIPF4;YIPF5;VTI1A;TRIP11
Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)	3/25	0.06322979258779816	0.30539491947523933	0	0	3.5645380434782608	9.84161713228989	SMCHD1;USP51;ERCC6
Regulation Of Keratinocyte Proliferation (GO:0010837)	3/25	0.06322979258779816	0.30539491947523933	0	0	3.5645380434782608	9.84161713228989	NOTCH2;FGF7;KLF9
Activation Of Protein Kinase B Activity (GO:0032148)	3/25	0.06322979258779816	0.30539491947523933	0	0	3.5645380434782608	9.84161713228989	OSBPL8;WNT5A;IGF1
Regulation Of Postsynapse Organization (GO:0099175)	3/25	0.06322979258779816	0.30539491947523933	0	0	3.5645380434782608	9.84161713228989	WNT5A;VPS35;PDLIM5
fatty-acyl-CoA Biosynthetic Process (GO:0046949)	3/25	0.06322979258779816	0.30539491947523933	0	0	3.5645380434782608	9.84161713228989	ACSL5;ACSL4;ELOVL7
Proteoglycan Metabolic Process (GO:0006029)	3/25	0.06322979258779816	0.30539491947523933	0	0	3.5645380434782608	9.84161713228989	BMPR2;FAM20B;IGF1
Cellular Response To Retinoic Acid (GO:0071300)	4/41	0.06375337356612128	0.30695698073358546	0	0	2.8275785990071705	7.783569421926978	SETX;GSK3B;CREB1;WNT5A
Visual System Development (GO:0150063)	4/41	0.06375337356612128	0.30695698073358546	0	0	2.8275785990071705	7.783569421926978	RAB18;HIPK1;ATF6;PBX1
Regulation Of Protein Metabolic Process (GO:0051246)	7/96	0.06484496148376898	0.31172334932714646	0	0	2.059986492294468	5.635620542519572	ROCK2;RHOBTB3;SPOPL;VPS35;INHBA;FOXO3;KLF4
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	6/77	0.065078172683771	0.31186680565800884	0	0	2.212401283553984	6.044647731268681	PPM1A;HDAC2;SNX25;ARID4A;LEMD3;SIRT1
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	6/77	0.065078172683771	0.31186680565800884	0	0	2.212401283553984	6.044647731268681	BMPR2;AKT3;WNT5A;AGGF1;TEK;SIRT1
