Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
HOXC5	12q13.13	-0.22357158856517484	0.04763370901956256	0.2131141528233224
NAA80	3p21.31	-0.22356377799415786	0.047641677825482016	0.2131141528233224
ACE2	Xp22.2	0.22356377799415783	0.047641677825482016	0.2131141528233224
OTOA	16p12.2	-0.22354487701066036	0.04766096627147991	0.2131141528233224
SGTA	19p13.3	-0.22353943524829611	0.047666520780736694	0.2131141528233224
SEPTIN2	2q37.3	0.2235394352482961	0.047666520780736694	0.2131141528233224
TRH	3q22.1	-0.22349074975657224	0.0477162387177973	0.21328542571778694
PLEKHA3	2q31.2	0.22346640701071088	0.04774111370620478	0.21330382856913713
NUDT11	Xp11.22	0.22344206426484914	0.047765999378933714	0.21330382856913713
PTGR2	14q24.3	0.2234420642648491	0.047765999378933714	0.21330382856913713
ZNF333	19p13.12	-0.22344206426484903	0.047765999378933714	0.21330382856913713
SYP	Xp11.23	-0.22341772151898762	0.04779089573928421	0.21330567919670107
CCNYL2	10q11.21	0.22341227598323624	0.04779646658322001	0.21330567919670107
LCT	2q21.3	-0.22340292710758008	0.047806031835292064	0.21330567919670107
DVL2	17p13.1	-0.22339337877312548	0.04781580279056134	0.21330567919670107
SLC4A9	5q31.3	-0.22338588859090433	0.04782346875907421	0.21330567919670107
NSA2	5q13.3	0.22334469328140225	0.047865648979101436	0.21344288558357424
C1ORF185	1p32.3	-0.22332878409564402	0.047881946728730196	0.21346463873125532
OR10AB1P	11p15.4	-0.2233163503487396	0.04789468733840057	0.21347052704261368
GRAMD1C	3q13.31	0.2232716650438171	0.04794049852643373	0.2136237756745234
PLAGL1	6q24.2	0.22324732229795516	0.04796546979263375	0.21364265658265372
SYT10	12p11.1	0.2232266989123247	0.04798663404961112	0.21364265658265372
SRRT	7q22.1	-0.2232229795520937	0.04799045177288577	0.21364265658265372
WIZ	19p13.12	-0.22322297955209366	0.047990451772886265	0.21364265658265372
ANKRD30BL	2q21.2	0.22320733108420485	0.04800651682460185	0.21366329023863867
SLC25A26	3p14.1	-0.22314995131450832	0.04806546203101212	0.2138429534247062
TPD52L1	6q22-q23	0.22312560856864636	0.04809048690053076	0.2138429534247062
E4F1	16p13.3	-0.2231256085686464	0.04809048690053076	0.2138429534247062
MIRLET7BHG	22q13.31	-0.22310146380657256	0.04811531883844935	0.2138429534247062
CDKN1A	6p21.2	-0.2231012658227848	0.048115522500632016	0.2138429534247062
DIPK1C	18q22.3	-0.22310126582278483	0.048115522500632016	0.2138429534247062
USP33	1p31.1	0.2230525803310613	0.04816562590581008	0.2139324545690312
CFAP97	4q35.1	0.2230525803310613	0.04816562590581008	0.2139324545690312
LIF	22q12.2	-0.22302823758519963	0.048190693717502335	0.2139324545690312
REG1B	2p12	-0.22301559992620823	0.04820371203455712	0.2139324545690312
OLFML1	11p15.4	0.22300389483933808	0.04821577227300687	0.2139324545690312
PRDX2	19p13.13	-0.22300389483933766	0.04821577227300746	0.2139324545690312
DCTN2	12q13.3	-0.22300389483933775	0.04821577227300746	0.2139324545690312
ERCC8	5q12.1	0.222979552093476	0.04824086157563362	0.21399298183040324
C1ORF122	1p34.3	-0.22290652385589074	0.04831619399933052	0.21427630235574982
ZDHHC11	5p15.33	-0.22288218111002944	0.04834132632353328	0.2143369100962542
LMAN1L	15q24.1	-0.22280125288970537	0.04842495691504699	0.21461926992443922
GCKR	2p23.3	-0.22279833738446536	0.04842797199707295	0.21461926992443922
ANKRD23	2q11.2	-0.22274965159645452	0.0484783434551744	0.21479157957041362
SLC39A3	19p13.3	-0.22268743914313524	0.04854277268736894	0.21497513618691957
PTRH2	17q23.1	-0.2226874391431352	0.04854277268736894	0.21497513618691957
GIGYF2	2q37.1	0.2226630963972734	0.04856800200380095	0.21498500152901995
DFFB	1p36.32	-0.2226630963972738	0.04856800200380095	0.21498500152901995
CRISPLD2	16q24.1	0.2226144109055502	0.04861849302040867	0.21515754972312953
HMGCLL1	6p12.1	0.22259006815968838	0.04864375472721162	0.21521839221674954
MRPS30	5p12	0.2225657254138269	0.048669027237432876	0.2152792537031076
ZDHHC17	12q21.2	0.22244401168451802	0.04879555195584479	0.21578785254568408
CINP	14q32.31	-0.2223953261927945	0.048846237583181136	0.21590984136732205
GPR157	1p36.22	-0.22239532619279453	0.048846237583181136	0.21590984136732205
PHKG2	16p11.2	-0.22234664070107105	0.04889696653030061	0.21608297762432843
RFX7	15q21.3	0.2222979552093475	0.0489477388237451	0.21621514621642623
ENTREP1	9q21.12	-0.22227361246348598	0.048973141233635185	0.21621514621642623
BRICD5	16p13.3	-0.22227361246348593	0.048973141233635185	0.21621514621642623
CSPP1	8q13.1-q13.2	0.2222736124634855	0.04897314123363552	0.21621514621642623
OR2G2	1q44	-0.22225285976669454	0.048994805880940906	0.21622520752660837
TMSB4XP8	4q22.1	-0.22224926971762396	0.04899855449006115	0.21622520752660837
DRD2	11q23.2	-0.22220193577759512	0.04904800107788136	0.21639232573727551
AGAP5	10q22.2	-0.22215189873417743	0.049100316047521034	0.2165209266044621
CENPP	9q22.31	-0.22215189873417696	0.049100316047521256	0.2165209266044621
ZFAND1	8q21.13	0.22210321324245405	0.049151261991785364	0.21659230089874015
USO1	4q21.1	0.22210321324245405	0.049151261991785364	0.21659230089874015
HSD17B4	5q23.1	0.2221032132424537	0.049151261991786	0.21659230089874015
NAA35	9q21.33	0.22207887049659195	0.04917675126692412	0.21665354971308334
SIM2	21q22.13	0.22205452775073029	0.049202251415162115	0.2167148175550484
RBM10	Xp11.3	-0.22198149951314505	0.04927881713169381	0.21689873525847714
TBC1D10B	16p11.2	-0.22198149951314505	0.04927881713169381	0.21689873525847714
TMEM117	12q12	0.22198149951314508	0.04927881713169381	0.21689873525847714
BCL2L12	19q13.33	-0.2219571567672833	0.04930436080555177	0.21694009443979811
BRWD3	Xq21.1	0.22193281402142162	0.04932991536912266	0.21694009443979811
CCDC154	16p13.3	-0.22193140473824	0.04933139514203407	0.21694009443979811
FBXO28	1q42.11	0.22190847127556018	0.049355480825728465	0.21694009443979811
AMY2A	1p21.1	-0.2219084712755598	0.04935548082572885	0.21694009443979811
TMEM33	4p13	0.22188412852969838	0.04938105717869418	0.21694009443979811
RASL11B	4q12	0.22188412852969838	0.04938105717869418	0.21694009443979811
PCMT1	6q25.1	0.221884128529698	0.049381057178694746	0.21694009443979811
GUF1	4p12	0.22185978578383658	0.049406644431344474	0.216999522931752
CRTC2	1q21.3	-0.2218354430379748	0.049432242587002934	0.216999522931752
COX14	12q13.12	-0.22183544303797478	0.049432242587002934	0.216999522931752
CGB7	19q13.33	-0.22182709943294723	0.049441018999964254	0.216999522931752
GBA2	9p13.3	-0.2218111002921129	0.04945785164899585	0.21702244621471348
ROBO1	3p12.3	0.22178675754625116	0.04948347162064656	0.2170839087079902
SBF2	11p15.4	0.2216893865628044	0.04958606067035482	0.21748292635169936
ST6GALNAC3	1p31.1	0.22166504381694252	0.049611735240190045	0.2174934725245949
ECHDC2	1p32.3	-0.22166504381694255	0.049611735240190045	0.2174934725245949
CNTN3	3p12.3	0.22158119268419502	0.04970025766629203	0.21783046109167573
COPS8	2q37.3	0.22154333008763397	0.04974027210018109	0.21795473660775552
ZIC3	Xq26.3	0.22151898734177194	0.049766012297640105	0.218016420876444
RAB42	1p35.3	-0.22149464459591037	0.049791763444686755	0.21803769726203606
HOXC13	12q13.13	-0.22147252064976594	0.049815176919471196	0.21803769726203606
CABLES2	20q13.33	-0.2214703018500488	0.04981752554465073	0.21803769726203606
ZNF41	Xp11.3	0.2214703018500488	0.04981752554465073	0.21803769726203606
FBXO44	1p36.22	-0.22142161635832516	0.04986908261665048	0.21816118917693686
ZNF688	16p11.2	-0.2214216163583251	0.049869082616650684	0.21816118917693686
OTP	5q14.1	-0.22134005184410596	0.049955556276931816	0.21847671392238505
CD1E	1q23.1	0.22133154416194936	0.049964583106948915	0.21847671392238505
RAET1G	6q25.1	-0.22125121713729293	0.050049877875148245	0.21874733858315318
ZMYM1	1p34.3	0.22125121713729295	0.050049877875148245	0.21874733858315318
SYNGR4	19q13.33	-0.22123063133082194	0.050071756042439956	0.21875811846415907
SLC8A3	14q24.2	0.22122687439143118	0.050075749687483906	0.21875811846415907
TUBG2	17q21.2	-0.22120253164556947	0.0501016324893841	0.218820050496275
P2RX6	22q11.21	-0.2211538461538463	0.050153431075211696	0.2189431474918352
FIBP	11q13.1	-0.22115384615384587	0.05015343107521202	0.2189431474918352
DDX60	4q32.3	0.2211430205920976	0.05016495483376291	0.2189431474918352
VPS50	7q21.2-q21.3	0.2211295034079845	0.050179346865807245	0.21895483916025557
SNX13	7p21.1	0.2211051606621227	0.05020527365930324	0.2190168449272708
AGAP9	10q11.22	-0.22108081791626094	0.050231211459034295	0.2190788697628857
ZNF565	19q13.12	-0.22105647517039909	0.05025716026833538	0.21908980804477454
LONP1	19p13.2	-0.22105647517039906	0.05025716026833538	0.21908980804477454
YY1AP1	1q22	-0.2210321324245372	0.0502831200905429	0.21915186846643003
PPP3CC	8p21.3	0.22100778967867538	0.050309090928991385	0.2192139479570247
EGLN3	14q13.1	-0.22096448313467948	0.05035532114563163	0.21933816414984728
BMT2	7q31.1	0.22095910418695205	0.050361065667958296	0.21933816414984728
PPDPF	20q13.33	-0.2209347614410906	0.05038706957514897	0.21940030085447465
MYH7	14q11.2	-0.2209104186952291	0.050413084511928004	0.21941135943689888
CAMK1D	10p13	0.2209104186952287	0.050413084511928566	0.21941135943689888
EFEMP2	11q13.1	-0.22088607594936677	0.05043911048163293	0.21947353171163042
CYP2U1	4q25	0.22083739045764333	0.05049119553316897	0.2195979334810441
IFT27	22q12.3	-0.22083739045764372	0.05049119553316897	0.2195979334810441
PUM2	2p24.1	0.22081304771178184	0.0505172546216766	0.2196090792193051
DACH1	13q21.33	0.22081304771178178	0.0505172546216772	0.2196090792193051
ZNF267	16p11.2	0.22066699123661135	0.05067384124144525	0.22014404036601104
PDE8A	15q25.3	-0.22066699123661138	0.05067384124144525	0.22014404036601104
TMPRSS9	19p13.3	-0.22066531224823596	0.05067564359358827	0.22014404036601104
UGT2B17	4q13.2	0.22064217094470148	0.050700490569573736	0.22020080627719374
ATG4D	19p13.2	-0.22059396299902648	0.050752283901519285	0.22037455121279909
STKLD1	9q34.2	-0.22057096258297088	0.05077701024103855	0.22042361634186552
ANKRD31	5q13.3	0.22056094300765108	0.0507877847660132	0.22042361634186552
H2AC14	6p22.1	-0.22055055364270024	0.05079895892584158	0.22042361634186552
CDH7	18q22.1	0.22052339731860515	0.05082817612728579	0.22049921010613907
CHIC2	4q12	0.2204965920155796	0.050857029199323646	0.2205414113117114
CHST11	12q23.3	0.22048726959890252	0.050867066945625004	0.2205414113117114
AMOT	Xq23	0.22047224926971756	0.05088324323969344	0.2205414113117114
PRR22	19p13.3	-0.22047052878823514	0.050885096399048375	0.2205414113117114
DENND4B	1q21.3	-0.22042356377799402	0.05093570460293779	0.22065843016053674
BRAF	7q34	0.22042356377799405	0.05093570460293779	0.22065843016053674
ANKRD35	1q21.1	-0.22039922103213225	0.050961951932499285	0.22072098412284735
GABRA2	4p12	0.22037487828627086	0.05098821036514546	0.22073242620557404
SLC26A10P	12q13.3	-0.22037487828627048	0.050988210365145704	0.22073242620557404
TSPAN14	10q23.1	0.2203505355404087	0.051014479904221505	0.2207950157095653
AANAT	17q25.1	-0.22033661515948486	0.051029507113252624	0.22080651169140714
SIN3A	15q24.2	0.2203261927945469	0.05104076055307175	0.22080651169140714
CCDC82	11q21	0.2203018500486855	0.05106705231504029	0.22086913672490702
CLIP1	12q24.31	0.22027750730282364	0.0510933551934734	0.2209317808539436
TRIM37	17q22	0.2202531645569622	0.0511196691917169	0.22099444407973265
VAMP1	12p13.31	-0.2202044790652385	0.05117233056101921	0.22117095379818083
SF3A2	19p13.3	-0.22015579357351509	0.05122503644971799	0.22124528797471774
TMEM50B	21q22.11	0.22015579357351506	0.05122503644971799	0.22124528797471774
PCSK7	11q23.3	-0.22015579357351509	0.05122503644971799	0.22124528797471774
IFRD2	3p21.31	-0.22010710808179168	0.05127778688459034	0.2213708245343296
ZNF329	19q13.43	0.22010710808179162	0.05127778688459034	0.2213708245343296
ABI3BP	3q12.2	0.22008276533592974	0.051304178815211196	0.22143362147142528
NDEL1	17p13.1	0.22005842259006816	0.05133058189241805	0.22149643751499784
TJAP1	6p21.1	-0.22003407984420661	0.05135699611956066	0.22150815146814892
TBC1D22B	6p21.2	-0.22003407984420625	0.051356996119561196	0.22150815146814892
NCLN	19p13.3	-0.22000973709834468	0.05138342149998808	0.2215710030217479
SMARCAD1	4q22.3	0.21998539435248307	0.051409858037048624	0.2216338736823224
YTHDF1	20q13.33	-0.21991236611489787	0.05148923462152554	0.22192489342406663
CD2AP	6p12.3	0.2198880233690362	0.051515715818616865	0.2219366849037578
C6ORF120	6q27	0.21988802336903585	0.051515715818616865	0.2219366849037578
HNRNPU	1q44	0.21986368062317416	0.05154220818909179	0.2219996538430168
ADAM29	4q34.1	0.2198300936168726	0.051578779498988446	0.22206628511956433
PNLDC1	6q25.3	-0.21981740881059328	0.05159259692452786	0.22206628511956433
HOXD10	2q31.1	-0.21981674775813675	0.051593317085233396	0.22206628511956433
RNF31	14q12	-0.21980416142180045	0.05160703040689221	0.22207417573573576
HNRNPL	19q13.2	-0.21976630963972746	0.051648289471851065	0.2221733835907805
ECH1	19q13.2	-0.21974196689386574	0.05167483775951442	0.2221733835907805
CHML	1q43	0.21974196689386577	0.05167483775951442	0.2221733835907805
OLFM2	19p13.2	-0.21971762414800408	0.05170139724067189	0.2221733835907805
NOA1	4q12	0.21971762414800403	0.05170139724067189	0.2221733835907805
EBNA1BP2	1p34.2	-0.2197176241480039	0.05170139724067272	0.2221733835907805
ARSK	5q15	0.21966893865628062	0.05175454979688136	0.2223506778563786
MRPL53	2p13.1	-0.21962025316455702	0.05180774716730434	0.22247671988542947
GPX7	1p32.3	-0.21962025316455702	0.05180774716730434	0.22247671988542947
FOXJ1	17q25.1	-0.21960941826975722	0.051819592274175354	0.22247671988542947
KRTAP5-1	11p15.5	-0.2195889556394187	0.051841968835750936	0.2225216816180694
PHPT1	9q34.3	-0.2195715676728334	0.051860989378772496	0.2225520054423548
CACTIN-AS1	19p13.3	-0.2195607324817463	0.05187284479282832	0.2225520054423548
H2AC8	6p22.2	-0.21952407076137678	0.05191297500274965	0.22262756821098265
ABHD17C	15q25.1	0.2195228821811102	0.05191427645812194	0.22262756821098265
CTF1	16p11.2	-0.21949853943524836	0.0519409368316396	0.2226397459742809
AGAP10P	10q11.22	-0.21949853943524836	0.0519409368316396	0.2226397459742809
KMT2A	11q23.3	0.2194498539435246	0.051994291263139085	0.22268882603334275
CT45A1	Xq26.3	0.21942737574162663	0.05201894028615764	0.22268882603334275
FANCC	9q22.32	-0.21942551119766315	0.05202098532783242	0.22268882603334275
COX8A	11q13.1	-0.21942551119766318	0.05202098532783242	0.22268882603334275
AOC2	17q21.31	-0.21940116845180127	0.05204769062963005	0.22268882603334275
SH2B1	16p11.2	-0.21940116845180127	0.05204769062963005	0.22268882603334275
RBM3	Xp11.23	-0.21940116845180127	0.05204769062963005	0.22268882603334275
NSDHL	Xq28	-0.21940116845180127	0.05204769062963005	0.22268882603334275
KCNA1	12p13.32	0.21937682570593978	0.05207440717188925	0.22275214948835828
PSPN	19p13.3	-0.21935381788270045	0.05209966895157944	0.2228092225376057
GDAP1L1	20q13.12	-0.21930379746835446	0.05215462427500659	0.22299322771562174
TEDC2	16p13.3	-0.21928479278144677	0.052175516379505286	0.22303154074596213
ANGEL1	14q24.3	-0.2192551119766309	0.05220815860761193	0.2231200523210082
NR3C2	4q31	0.21923076923076895	0.052234942663147904	0.22318349330336543
ZNF76	6p21.31	-0.2192064264849077	0.05226173798264978	0.22324695340714631
GLS	2q32.2	0.2191577409931841	0.05231536242699367	0.22342496455284272
JADE1	4q28.2	0.21913339824732211	0.05234219155855461	0.22348848487986783
UBLCP1	5q33.3	0.21910905550146087	0.05236903196751889	0.22355202433633947
FUT5	19p13.3	-0.21901168451801376	0.05247650644464957	0.22395966551822705
LIFR	5p13.1	0.21896299902628993	0.05253031143503211	0.2240358456890384
SHLD1	20p12.3	-0.21896299902628993	0.05253031143503211	0.2240358456890384
ATOSB	9p13.3	-0.21896299902628988	0.05253031143503211	0.2240358456890384
NRG3	10q23.1	0.21891964270465716	0.05257826492073578	0.22416322310917333
GCH1	14q22.2	0.21891431353456686	0.05258416162915129	0.22416322310917333
CCR8	3p22.1	0.2188872631472857	0.052614101147537395	0.22423971562948392
SUPT4H1	17q22	-0.21886562804284332	0.052638057053909615	0.22429067711619158
LUM	12q21.33	0.2188169425511202	0.052691997736211194	0.22446935134070095
WDR18	19p13.3	-0.218792599805258	0.05271898505735102	0.22453314825178006
SCGB2B2	19q13.12	-0.2187811406436573	0.052731693052548274	0.22453611349232003
NT5DC3	12q23.3	0.21876825705939615	0.05274598370296821	0.22454581493044515
PAX3	2q36.1	-0.21874812538455113	0.05276832038912681	0.22455851827759024
DSN1	20q11.23	-0.21874391431353438	0.05277299367642722	0.22455851827759024
RAB11FIP1	8p11.23	0.21869522882181106	0.05282704762033129	0.22470262083613715
CNTN5	11q22.1	0.21868925066047482	0.05283368810736947	0.22470262083613715
RPS19BP1	22q13.1	-0.2186708860759496	0.05285409159750679	0.22470262083613715
ATP6V1B1	2p13.3	-0.21865985068796073	0.052866355280665335	0.22470262083613715
DCSTAMP	8q22.3	0.2186593045125419	0.05286696230874291	0.22470262083613715
HINT3	6q22.32	0.21859785783836427	0.052935291590316104	0.2248907740222225
COPZ2	17q21.32	-0.21859785783836425	0.052935291590316104	0.2248907740222225
ZNHIT3	17q12	-0.2185491723466408	0.05298948167025424	0.22506984341332936
PCDHA13	5q31.3	0.21852482960077882	0.053016593745744106	0.2251338452724204
TRPV3	17p13.2	-0.21850048685491733	0.053043717182736434	0.22519786629500163
ZBTB37	1q25.1	0.2184761441090554	0.05307085198460005	0.22526190648231806
DCTN4	5q33.1	0.2184274586173322	0.05312515569641196	0.22539004435611185
ZNF655	7q22.1	-0.21842745861733182	0.05312515569641196	0.22539004435611185
PDGFA	7p22.3	-0.2183544303797469	0.05320669658487094	0.22568476951690322
LRATD2	8q24.21	0.2183057448880233	0.05326111409697863	0.22586433888720997
NUP160	11p11.2	0.21828140214216152	0.05328833993908125	0.22592854127494802
NCF1	7q11.23	-0.21825705939629994	0.053315577176377735	0.22599276284762562
CCDC142	2p13.1	-0.21815968841285296	0.05342464014491018	0.22638406750064516
C10ORF53	10q11.23	-0.21815302180212465	0.05343211393638509	0.22638406750064516
KYAT1	9q34.11	-0.21808666017526768	0.053506557186025365	0.22664810185324546
WSCD1	17p13.2	-0.21801363193768272	0.053588577026634276	0.22689269996803502
NDUFS1	2q33.3	0.21801363193768278	0.053588577026634276	0.22689269996803502
CA6	1p36.23	-0.21799827728715956	0.05360583530669643	0.22691437486143032
GPR180	13q32.1	0.21794060370009724	0.05367069975781234	0.22713751201557303
MKNK1	1p33	-0.217867575462512	0.05375292547065659	0.22741707932518068
UGT1A8	2q37.1	-0.21786032831684465	0.0537610909719132	0.22741707932518068
AHCYL1	1p13.3	0.2178188899707886	0.05380779986958601	0.22756316809098898
FGB	4q31.3	-0.21777688291019642	0.05385518371002572	0.22760267970888137
SURF1	9q34.2	-0.2177702044790651	0.05386272010564655	0.22760267970888137
KCNH4	17q21.2	-0.21776790828072648	0.05386531149129591	0.22760267970888137
POMZP3	7q11.23	-0.2177458617332035	0.05389019742104044	0.22760267970888137
RNF115	1q21.1	0.21774586173320357	0.05389019742104044	0.22760267970888137
GFM2	5q13.3	0.2177458617332035	0.05389019742104044	0.22760267970888137
CYP39A1	6p12.3	0.21769717624148002	0.053945186463440147	0.22773201683854713
CBX5	12q13.13	0.21769717624148002	0.053945186463440147	0.22773201683854713
TREX1	3p21.31	-0.21767283349561806	0.0539726981971998	0.2277967142470661
MYO1B	2q32.3	0.21764849074975687	0.054000221410500246	0.22786143088633884
NEDD8	14q12	-0.21759980525803319	0.054055302289241394	0.22804237546666425
CCSER1	4q22.1	0.21757653256776302	0.05408164834301111	0.22810204252615224
ZNF462	9q31.2	0.2175511197663095	0.05411042912668814	0.22817194939435628
DHRS7	14q23.1	0.21752677702044784	0.05413800978837158	0.22823676521741765
KCTD16	5q31.3	0.21748338573595113	0.0541872012240193	0.22839263866529713
PCDHB3	5q31.3	0.21745374878286278	0.054220820785814076	0.228482823027327
SERPINA9	14q32.13	0.21743333984071234	0.054243982197346476	0.2285289067421676
CCDC28B	1p35.2	-0.21738072054527763	0.054303735372815645	0.22872909538621966
COPE	19p13.11	-0.21735637779941586	0.054331396604159664	0.22874252178413437
UBE2B	5q31.1	0.21735637779941588	0.054331396604159664	0.22874252178413437
RALA	7p14.1	0.21733203505355406	0.05435906935897594	0.22880749460196742
INO80D	2q33.3	0.2172590068159691	0.054442156798076194	0.22910563643098567
HOXA5	7p15.2	-0.21723358949226618	0.054471099559397274	0.2291758415628659
MED1	17q12	0.2172103213242454	0.05449760610350264	0.22919773588390038
HDC	15q21.2	-0.21719048069276184	0.05452021641036617	0.22919773588390038
ZFP57	6p22.1	-0.21718702492904046	0.054524155369637874	0.22919773588390038
MAP2K7	19p13.2	-0.21718597857838357	0.05452534807017092	0.22919773588390038
LRRC10	12q15	-0.21716873620145777	0.054545005158447075	0.22922881776682805
FAM210B	20q13.2	0.21713729308666033	0.054580866648330534	0.22927643601286352
CARF	2q33.2	0.21713729308666033	0.054580866648330534	0.22927643601286352
RCSD1	1q24.2	0.21711295034079836	0.05460864326658897	0.2292900648208328
MCHR1	22q13.2	-0.21711295034079833	0.05460864326658897	0.2292900648208328
TIMM17B	Xp11.23	-0.2170886075949369	0.05463643144214409	0.22935522410689413
SHMT1	17p11.2	-0.21705341439918963	0.05467662626083065	0.2293587521473016
WRAP53	17p13.1	-0.21703992210321307	0.054692042478679946	0.2293587521473016
TCERG1	5q32	0.21701557935735147	0.054719865346429794	0.2293587521473016
SRSF5	14q24	-0.21701557935735155	0.054719865346429794	0.2293587521473016
EPB41L4A	5q22.1-q22.2	0.21701557935735155	0.054719865346429794	0.2293587521473016
GRM7	3p26.1	0.2170148289681655	0.05472072319763235	0.2293587521473016
FGG	4q32.1	-0.2170046980184032	0.05473230606058593	0.2293587521473016
CPLX3	15q24.1	-0.21699227110967886	0.0547465166642503	0.2293587521473016
SOGA3	6q22.33	0.21699123661148959	0.05474769978501362	0.2293587521473016
CDRT15	17p12	-0.2169779659031513	0.05476287890161451	0.22937093777904552
SLC39A8	4q24	0.21694255111976649	0.054803403388223045	0.22943785431938746
AUTS2	7q11.22	0.21694255111976607	0.05480340338822366	0.22943785431938746
RNASET2	6q27	-0.21691820837390446	0.05483127255962014	0.22945200605684068
RXFP3	5p13.2	0.21691815543878573	0.054831333175836265	0.22945200605684068
POLD1	19q13.3	-0.21689386562804291	0.05485915331539152	0.2294656864901831
TRMT5	14q23.1	0.2168938656280425	0.0548591533153923	0.2294656864901831
C11ORF54	11q21	0.21679649464459597	0.054970792249958364	0.2298812124224769
AKTIP	16q12.2	0.21677215189873433	0.05499873097840263	0.22994660661580862
AHSA2P	2p15	-0.2167234664070106	0.05505464325276604	0.23007745278872246
SREK1IP1	5q12.3	0.2167234664070106	0.05505464325276604	0.23007745278872246
RNASE1	14q11.2	-0.21667478091528716	0.05511060197301374	0.230259830729
ATXN2L	16p11.2	-0.21665043816942545	0.055138598758814106	0.23032532437955575
OR2V1	5q35.3	0.21663878850753207	0.05515200123919849	0.23032983895539266
TMA16	4q32.2	0.21660175267770196	0.05519462719871298	0.23035346421646388
MGAT5	2q21.2-q21.3	0.21660175267770196	0.05519462719871298	0.23035346421646388
TSPAN5	4q23	0.21660175267770196	0.05519462719871298	0.23035346421646388
NABP2	12q13.3	-0.2165774099318402	0.05522265885958945	0.23041900938890747
MSL1	17q21.1	0.21650438169425532	0.05530682364659921	0.23061576052328328
TNFSF13B	13q33.3	0.21650438169425523	0.05530682364659921	0.23061576052328328
PPM1H	12q14.1-q14.2	0.2165043816942553	0.05530682364659921	0.23061576052328328
PRIMA1	14q32.12	-0.2164556962025316	0.05536299170882481	0.2307470243061454
RFX3	9p24.2	0.2164556962025316	0.05536299170882481	0.2307470243061454
SLC36A4	11q21	0.2164313534566698	0.055391093211374115	0.23081268510927697
CORIN	4p12	0.21640701071080834	0.05541920636606869	0.23087836518852728
ENTR1	9q34.3	-0.2163826679649465	0.05544733117630157	0.23089261788340504
STOX1	10q22.1	0.2163826679649465	0.05544733117630157	0.23089261788340504
BTNL2	6p21.32	-0.21635964192003562	0.05547394544341615	0.23090690641207456
CNPY2	12q13.3	-0.2163583252190846	0.0554754676454623	0.23090690641207456
NKIRAS1	3p24.2	0.21633398247322308	0.055503615776943245	0.23094998666374547
MZT1	13q21.33	0.2163096397273612	0.055531775574136986	0.23094998666374547
ACTR3B	7q36.1-q36.2	0.21628529698149968	0.05555994704043514	0.23094998666374547
GLIPR2	9p13.3	-0.2162852969814997	0.05555994704043514	0.23094998666374547
NR4A3	9q22	0.2162852969814993	0.05555994704043564	0.23094998666374547
RUSF1	16p11.2	-0.21628529698149968	0.05555994704043564	0.23094998666374547
MYG1	12q13.13	-0.21623661148977621	0.0556163249939169	0.23108245911816358
GFRA3	5q31.2	-0.21623598713298664	0.05561704830439536	0.23108245911816358
CPNE8	12q12	0.2162257560030058	0.05562890205059306	0.23108245911816358
CYB5A	18q22.3	-0.2162122687439143	0.05564453148788632	0.23109602912754032
CEP63	3q22.2	0.21611489776046755	0.05575747432446365	0.23151365338676122
FAM89A	1q42.2	0.215993184031159	0.05589891606133077	0.23204939772028782
RILPL1	12q24.31	-0.21594449853943518	0.05595557472490561	0.23223302804899212
MRPS28	8q21.13	0.21589581304771177	0.05601228026855849	0.23240587405954985
TRIM64B	11q14.3	-0.21588739756984193	0.05602208679785651	0.23240587405954985
AQP6	12q13.12	-0.21579844206426474	0.05612583210479432	0.2326959397369034
ZNF781	19q13.12	-0.2157984420642648	0.05612583210479432	0.2326959397369034
MOK	14q32.31	-0.21577409931840302	0.05615424940636447	0.2326959397369034
MEIS3	19q13.32	-0.215774099318403	0.05615424940636447	0.2326959397369034
FAM181A	14q32.12	-0.21577409931840305	0.05615424940636447	0.2326959397369034
EIF5B	2q11.2	0.2157497565725416	0.056182678451733664	0.2327105713047324
GATB	4q31.3	-0.21574975657254122	0.056182678451733664	0.2327105713047324
PPP4R1L	20q13.32	-0.21570107108081768	0.056239571787463624	0.23289462016461174
LUZP1	1p36.12	0.2156767283349566	0.056268036084619874	0.23296088561014378
H2AZ2	7p13	0.21557935735150915	0.0563820108811774	0.23324090069648795
DCHS2	4q31.3	0.2155793573515095	0.0563820108811774	0.23324090069648795
GDF2	10q11.22	0.21557410462037851	0.056388164666146774	0.23324090069648795
HOXA10	7p15.2	-0.21555545985491828	0.05641001218180216	0.23324090069648795
GRM1	6q24.3	0.21555501460564763	0.056410533999295034	0.23324090069648795
DTWD2	5q23.1	0.21555501460564763	0.056410533999295034	0.23324090069648795
FOXC1	6p25.3	0.2154819863680622	0.056496174013600665	0.23349170480571244
ENPP4	6p21.1	0.21548198636806226	0.056496174013600665	0.23349170480571244
ALG1	16p13.3	-0.21545764362220074	0.05652474424968761	0.23355814417758852
POLR1G	19q13.32	-0.21543330087633872	0.056553326273769716	0.23362460288079057
SLX1B	16p11.2	-0.21540895813047714	0.056581920089246146	0.23363945929495875
CHRDL1	Xq23	0.2154089581304771	0.056581920089246146	0.23363945929495875
CMC1	3p24.1	0.2153846153846156	0.056610525699520485	0.23370595337922626
SSR4	Xq28	-0.21536027263875365	0.056639143107993194	0.23377246679569813
